index_raw,index,participant_id,block,type,target_ans,participant_ans,time_start,time_response_enabled,time_response_submitted,time_block,response_time,accuracy,changed,occurence
436,20,boris_pilot2,3,TrialDigitSpan,1,1,2915.034438,2921.42569,2923.009494,13.313834,1.583804,1,0,3
437,21,boris_pilot2,3,TrialDigitSpan,2,2,2928.78354,2935.192185,2936.302727,13.749102,1.110542,1,0,3
438,22,boris_pilot2,3,TrialDigitSpan,2,2,2941.695414,2948.152319,2949.828849,12.911874,1.67653,1,0,3
439,23,boris_pilot2,3,TrialDigitSpan,1,1,2955.378471,2961.77481,2963.257987,13.683057,1.483177,1,0,3
440,24,boris_pilot2,3,TrialDigitSpan,1,1,2968.633307,2974.996969,2975.918722,13.254836,0.921753,1,0,3
441,0,boris_pilot2,3,TrialSpatialRotation,2,2,2237.684532,2244.09286,2245.380459,14.245288,1.287599,1,1,1
442,1,boris_pilot2,3,TrialSpatialRotation,1,1,2250.287848,2256.679148,2258.362463,12.603316,1.683315,1,0,1
443,2,boris_pilot2,3,TrialSpatialRotation,0,0,2263.880074,2270.290879,2272.480093,13.592226,2.189214,1,0,1
444,3,boris_pilot2,3,TrialSpatialRotation,2,1,2278.288313,2284.732146,2286.618195,14.408239,1.886049,0,0,1
445,4,boris_pilot2,3,TrialSpatialRotation,2,2,2292.826519,2299.22755,2301.877931,14.538206,2.650381,1,0,1
446,5,boris_pilot2,3,TrialSpatialRotation,2,2,2308.182515,2314.610084,2317.196802,15.355996,2.586718,1,0,1
447,6,boris_pilot2,3,TrialSpatialRotation,2,2,2730.697328,2737.152168,2738.811462,12.045691,1.659294,1,1,2
448,7,boris_pilot2,3,TrialSpatialRotation,0,0,2743.861875,2750.319233,2752.751052,13.164547,2.431819,1,0,2
449,8,boris_pilot2,3,TrialSpatialRotation,1,1,2759.452488,2765.899608,2767.959033,15.590613,2.059425,1,0,2
450,9,boris_pilot2,3,TrialSpatialRotation,2,2,2774.096967,2780.51843,2783.118874,14.644479,2.600444,1,0,2
451,10,boris_pilot2,3,TrialSpatialRotation,1,1,2789.762228,2796.208321,2797.43515,15.665261,1.226829,1,0,2
452,11,boris_pilot2,3,TrialSpatialRotation,0,0,2802.958621,2809.45042,2810.650856,13.196393,1.200436,1,0,2
453,12,boris_pilot2,3,TrialSpatialRotation,2,2,2815.861299,2822.309483,2824.329056,12.902678,2.019573,1,0,2
454,13,boris_pilot2,3,TrialSpatialRotation,0,1,2830.353887,2836.796497,2838.343115,14.492588,1.546618,0,0,2
455,14,boris_pilot2,3,TrialSpatialRotation,0,0,2843.885013,2850.385892,2853.126126,13.531126,2.740234,1,0,2
456,15,boris_pilot2,3,TrialSpatialRotation,2,2,3107.680347,3114.124858,3116.024911,16.12973,1.900053,1,1,3
457,16,boris_pilot2,3,TrialSpatialRotation,2,0,3121.557144,3128.007895,3130.665292,13.876797,2.657397,0,0,3
458,17,boris_pilot2,3,TrialSpatialRotation,0,0,3136.678698,3143.163885,3145.160582,15.121554,1.996697,1,0,3
459,0,boris_pilot2,3,TrialSpatialSpan,1,-1,2200.979543,2207.335452,-1,138.210278,3,0,1,1
460,1,boris_pilot2,3,TrialSpatialSpan,0,0,2210.852915,2217.241655,2218.434841,9.873372,1.193186,1,0,1
461,2,boris_pilot2,3,TrialSpatialSpan,0,0,2223.439244,2229.807356,2231.873634,12.586329,2.066278,1,0,1
462,3,boris_pilot2,3,TrialSpatialSpan,0,0,2323.502048,2329.875625,2331.70903,15.319533,1.833405,1,1,2
463,4,boris_pilot2,3,TrialSpatialSpan,1,1,2337.491161,2343.897432,2345.088805,13.989113,1.191373,1,0,2
464,5,boris_pilot2,3,TrialSpatialSpan,0,0,2350.606128,2356.969018,2358.939153,13.114967,1.970135,1,0,2
465,6,boris_pilot2,3,TrialSpatialSpan,2,2,2364.461183,2370.82835,2371.865435,13.855055,1.037085,1,0,2
466,7,boris_pilot2,3,TrialSpatialSpan,2,0,2376.547772,2382.948274,2385.323828,12.086589,2.375554,0,0,2
467,8,boris_pilot2,3,TrialSpatialSpan,0,0,2391.305311,2397.7244,2399.281186,14.757539,1.556786,1,0,2
468,9,boris_pilot2,3,TrialSpatialSpan,0,0,2404.618283,2411.020087,2412.150047,13.312972,1.12996,1,0,2
469,10,boris_pilot2,3,TrialSpatialSpan,1,2,2538.015646,2544.414699,2546.528437,15.538598,2.113738,0,1,3
470,11,boris_pilot2,3,TrialSpatialSpan,2,2,2552.873092,2559.324276,2561.576146,14.857446,2.25187,1,0,3
471,12,boris_pilot2,3,TrialSpatialSpan,1,0,2567.385011,2573.78001,2575.596761,14.511919,1.816751,0,0,3
472,13,boris_pilot2,3,TrialSpatialSpan,0,0,2581.418994,2587.819277,2589.59609,14.033983,1.776813,1,0,3
473,14,boris_pilot2,3,TrialSpatialSpan,1,2,2595.188022,2601.572598,2603.372151,13.769028,1.799553,0,0,3
474,15,boris_pilot2,3,TrialSpatialSpan,0,0,2609.038941,2615.415279,2616.573025,13.850919,1.157746,1,0,3
475,16,boris_pilot2,3,TrialSpatialSpan,2,2,2621.722336,2628.151874,2630.747688,12.683395,2.595814,1,0,3
476,17,boris_pilot2,3,TrialSpatialSpan,2,2,2980.584572,2987.018409,2988.463175,11.951265,1.444766,1,1,4
477,18,boris_pilot2,3,TrialSpatialSpan,0,0,2993.598476,3000.013065,3001.40285,13.013904,1.389785,1,0,4
478,19,boris_pilot2,3,TrialSpatialSpan,2,1,3006.282145,3012.691393,3015.401896,12.683669,2.710503,0,0,4
479,20,boris_pilot2,3,TrialSpatialSpan,1,1,3022.187206,3028.558624,3031.008641,15.905061,2.450017,1,0,4
480,21,boris_pilot2,3,TrialSpatialSpan,2,2,3036.896869,3043.308404,3045.043095,14.709663,1.734691,1,0,4
481,22,boris_pilot2,3,TrialSpatialSpan,1,1,3050.115598,3056.593005,3058.191838,13.218729,1.598833,1,0,4
482,23,boris_pilot2,3,TrialSpatialSpan,2,2,3063.668032,3070.044084,3071.893375,13.552434,1.849291,1,0,4
483,24,boris_pilot2,3,TrialSpatialSpan,0,0,3077.52279,3083.918677,3085.858519,13.854758,1.939842,1,0,4
484,25,boris_pilot2,3,TrialSpatialSpan,0,0,3091.550617,3097.992219,3099.212146,14.027827,1.219927,1,0,4
485,0,boris_pilot2,4,TrialDigitSpan,2,2,3330.583491,3336.999617,3338.317873,15.418654,1.318256,1,1,1
486,1,boris_pilot2,4,TrialDigitSpan,1,1,3343.668648,3350.095948,3351.465782,13.085157,1.369834,1,0,1
487,2,boris_pilot2,4,TrialDigitSpan,1,1,3356.636724,3363.016487,3363.945939,12.968076,0.929452,1,0,1
488,3,boris_pilot2,4,TrialDigitSpan,1,1,3368.80939,3375.199689,3376.045366,12.172666,0.845677,1,0,1
489,4,boris_pilot2,4,TrialDigitSpan,2,2,3381.21815,3387.64795,3388.562156,12.40876,0.914206,1,0,1
490,5,boris_pilot2,4,TrialDigitSpan,1,1,3393.02195,3399.434381,3400.969803,11.8038,1.535422,1,0,1
491,6,boris_pilot2,4,TrialDigitSpan,1,1,3406.072757,3412.439638,3413.846925,13.050807,1.407287,1,0,1
492,7,boris_pilot2,4,TrialDigitSpan,0,0,3608.319422,3614.69472,3615.994482,14.282435,1.299762,1,1,2
493,8,boris_pilot2,4,TrialDigitSpan,0,0,3621.188658,3627.584847,3629.119177,12.869236,1.53433,1,0,2
494,9,boris_pilot2,4,TrialDigitSpan,0,0,3634.109299,3640.499672,3641.653738,12.920641,1.154066,1,0,2
495,10,boris_pilot2,4,TrialDigitSpan,1,1,3646.262,3652.681832,3653.947828,12.152701,1.265996,1,0,2
496,11,boris_pilot2,4,TrialDigitSpan,1,1,3658.828649,3665.209773,3666.355237,12.566649,1.145464,1,0,2
497,12,boris_pilot2,4,TrialDigitSpan,2,2,3671.676881,3678.058991,3679.209947,12.848232,1.150956,1,0,2
498,13,boris_pilot2,4,TrialDigitSpan,0,0,3683.963042,3690.352582,3691.628407,12.286161,1.275825,1,0,2
499,14,boris_pilot2,4,TrialDigitSpan,2,2,3696.799596,3703.182122,3705.039591,12.836554,1.857469,1,0,2
500,15,boris_pilot2,4,TrialDigitSpan,2,2,4065.011407,4071.382301,4072.650361,12.961958,1.26806,1,1,3
501,16,boris_pilot2,4,TrialDigitSpan,2,2,4078.144507,4084.541031,4086.499538,13.1331,1.958507,1,0,3
502,17,boris_pilot2,4,TrialDigitSpan,2,2,4091.952561,4098.331678,4100.082664,13.808054,1.750986,1,0,3
503,18,boris_pilot2,4,TrialDigitSpan,1,1,4106.026058,4112.408904,4113.581162,14.073497,1.172258,1,0,3
504,19,boris_pilot2,4,TrialDigitSpan,2,2,4118.501134,4124.910565,4126.364109,12.475076,1.453544,1,0,3
505,20,boris_pilot2,4,TrialDigitSpan,0,0,4132.06165,4138.434957,4139.719676,13.560516,1.284719,1,0,3
506,21,boris_pilot2,4,TrialDigitSpan,1,1,4145.332031,4151.723492,4152.898078,13.270381,1.174586,1,0,3
507,0,boris_pilot2,4,TrialSpatialRotation,1,1,3274.98292,3281.424823,3284.217748,138.304222,2.792925,1,1,1
508,1,boris_pilot2,4,TrialSpatialRotation,0,0,3291.12963,3297.581714,3299.087107,16.14671,1.505393,1,0,1
509,2,boris_pilot2,4,TrialSpatialRotation,1,-1,3304.86255,3311.351125,-1,13.73292,3,0,0,1
510,3,boris_pilot2,4,TrialSpatialRotation,1,2,3315.164837,3321.600316,3324.227707,10.302287,2.627391,0,0,1
511,4,boris_pilot2,4,TrialSpatialRotation,0,0,3506.057245,3512.488779,3514.092201,13.569845,1.603422,1,1,2
512,5,boris_pilot2,4,TrialSpatialRotation,0,0,3519.87972,3526.321602,3527.751935,13.822475,1.430333,1,0,2
513,6,boris_pilot2,4,TrialSpatialRotation,0,0,3533.258005,3539.695412,3542.557945,13.378285,2.862533,1,0,2
514,7,boris_pilot2,4,TrialSpatialRotation,2,2,3549.065258,3555.517874,3557.887106,15.807253,2.369232,1,0,2
515,8,boris_pilot2,4,TrialSpatialRotation,0,0,3564.23803,3570.636659,3572.387186,15.172772,1.750527,1,0,2
516,9,boris_pilot2,4,TrialSpatialRotation,1,1,3578.158675,3584.701746,3587.199925,13.920645,2.498179,1,0,2
517,10,boris_pilot2,4,TrialSpatialRotation,2,2,3594.036987,3600.67539,3602.570653,15.878312,1.895263,1,0,2
518,11,boris_pilot2,4,TrialSpatialRotation,2,0,3710.637314,3717.103654,3718.870675,13.837718,1.767021,0,1,3
519,12,boris_pilot2,4,TrialSpatialRotation,0,0,3724.132631,3730.582367,3732.317594,13.495317,1.735227,1,0,3
520,13,boris_pilot2,4,TrialSpatialRotation,1,1,3737.518447,3743.9404,3746.827035,13.385816,2.886635,1,0,3
521,14,boris_pilot2,4,TrialSpatialRotation,0,0,3753.503244,3759.915085,3761.133442,15.984797,1.218357,1,0,3
522,15,boris_pilot2,4,TrialSpatialRotation,2,2,3765.981298,3772.420959,3773.715346,12.478054,1.294387,1,0,3
523,16,boris_pilot2,4,TrialSpatialRotation,1,1,3779.333334,3785.750343,3787.01433,13.352036,1.263987,1,0,3
524,17,boris_pilot2,4,TrialSpatialRotation,1,1,3792.016566,3798.460398,3799.809286,12.683232,1.348888,1,0,3
525,18,boris_pilot2,4,TrialSpatialRotation,2,2,3804.487319,3810.907197,3812.391426,12.470753,1.484229,1,0,3
526,19,boris_pilot2,4,TrialSpatialRotation,1,1,3817.512477,3823.942385,3826.293238,13.025158,2.350853,1,0,3
527,20,boris_pilot2,4,TrialSpatialRotation,0,1,3953.029404,3959.647298,3962.179652,15.477123,2.532354,0,1,4
528,21,boris_pilot2,4,TrialSpatialRotation,1,1,3968.726832,3975.152316,3976.782435,15.697428,1.630119,1,0,4
529,22,boris_pilot2,4,TrialSpatialRotation,2,2,3982.537837,3988.997207,3990.671742,13.811005,1.674535,1,0,4
530,23,boris_pilot2,4,TrialSpatialRotation,0,0,3995.746561,4002.182654,4004.007071,13.208724,1.824417,1,0,4
531,24,boris_pilot2,4,TrialSpatialRotation,0,0,4009.937153,4016.345336,4017.883374,14.190592,1.538038,1,0,4
532,25,boris_pilot2,4,TrialSpatialRotation,0,1,4023.632765,4030.072836,4032.331738,13.695612,2.258902,0,0,4
533,26,boris_pilot2,4,TrialSpatialRotation,2,2,4038.86901,4045.304102,4046.794002,15.236245,1.4899,1,0,4
534,27,boris_pilot2,4,TrialSpatialRotation,1,1,4052.049449,4058.511444,4059.895797,13.180439,1.384353,1,0,4
535,28,boris_pilot2,4,TrialSpatialRotation,2,1,4161.305495,4167.78477,4169.40276,15.973464,1.61799,0,1,5
536,29,boris_pilot2,4,TrialSpatialRotation,0,0,4174.782189,4181.215805,4182.717199,13.476694,1.501394,1,0,5
537,30,boris_pilot2,4,TrialSpatialRotation,1,1,4187.893482,4194.356371,4196.78689,13.111293,2.430519,1,0,5
538,31,boris_pilot2,4,TrialSpatialRotation,2,2,4203.436585,4209.861221,4212.654921,15.543103,2.7937,1,0,5
539,0,boris_pilot2,4,TrialSpatialSpan,2,2,3422.505704,3428.853603,3430.952359,16.432947,2.098756,1,1,1
540,1,boris_pilot2,4,TrialSpatialSpan,1,1,3437.32064,3443.686463,3445.471115,14.814936,1.784652,1,0,1
541,2,boris_pilot2,4,TrialSpatialSpan,1,1,3451.413244,3457.771609,3459.615862,14.092604,1.844253,1,0,1
542,3,boris_pilot2,4,TrialSpatialSpan,0,0,3465.210971,3471.574458,3472.71448,13.797727,1.140022,1,0,1
543,4,boris_pilot2,4,TrialSpatialSpan,1,2,3478.115399,3484.470474,3486.598187,12.904428,2.127713,0,0,1
544,5,boris_pilot2,4,TrialSpatialSpan,0,0,3492.4874,3498.858342,3500.582847,14.372001,1.724505,1,0,1
545,6,boris_pilot2,4,TrialSpatialSpan,1,1,3832.383782,3838.776997,3840.574413,14.871305,1.797416,1,1,2
546,7,boris_pilot2,4,TrialSpatialSpan,1,1,3846.024265,3852.401213,3854.185694,13.640483,1.784481,1,0,2
547,8,boris_pilot2,4,TrialSpatialSpan,2,2,3859.474562,3865.867162,3867.472924,13.450297,1.605762,1,0,2
548,9,boris_pilot2,4,TrialSpatialSpan,1,1,3872.823196,3879.233759,3881.915187,13.348634,2.681428,1,0,2
549,10,boris_pilot2,4,TrialSpatialSpan,2,2,3888.555001,3894.941895,3896.770632,15.731805,1.828737,1,0,2
550,11,boris_pilot2,4,TrialSpatialSpan,0,-1,3902.381974,3908.792508,-1,13.826973,3,0,0,2
551,12,boris_pilot2,4,TrialSpatialSpan,2,2,3912.00447,3918.36317,3919.991459,9.622496,1.628289,1,0,2
552,13,boris_pilot2,4,TrialSpatialSpan,2,2,3925.278072,3931.632353,3932.920386,13.273602,1.288033,1,0,2
553,14,boris_pilot2,4,TrialSpatialSpan,2,2,3937.552281,3943.938135,3946.635577,12.274209,2.697442,1,0,2
554,0,marta_pilot,1,TrialDigitSpan,2,2,272.7365263,279.121084,281.8426888,16.3265534,2.7216048,1,1,1
555,1,marta_pilot,1,TrialDigitSpan,2,2,288.5169127,294.8889561,296.8768003,15.7803864,1.9878442,1,0,1
556,2,marta_pilot,1,TrialDigitSpan,1,1,302.664978,309.0850739,311.0771241,14.1480653,1.9920502,1,0,1
557,3,marta_pilot,1,TrialDigitSpan,2,2,317.1176944,323.5119743,325.2980564,14.4527164,1.7860821,1,0,1
558,4,marta_pilot,1,TrialDigitSpan,2,2,331.0527577,337.4552507,339.6873136,13.9350633,2.2320629,1,0,1
559,5,marta_pilot,1,TrialDigitSpan,2,2,345.262078,351.6392972,353.4137657,14.2093203,1.7744685,1,0,1
560,6,marta_pilot,1,TrialDigitSpan,1,1,358.8342795,365.238874,367.0182152,13.5722015,1.7793412,1,0,1
561,7,marta_pilot,1,TrialDigitSpan,1,1,372.5480821,378.9555256,380.6921694,13.7138026,1.7366438,1,0,1
562,8,marta_pilot,1,TrialDigitSpan,0,0,691.7478373,698.1265647,700.1698225,12.073478,2.0432578,1,1,2
563,9,marta_pilot,1,TrialDigitSpan,2,2,705.8490202,712.278007,714.4572451,14.1011829,2.1792381,1,0,2
564,10,marta_pilot,1,TrialDigitSpan,2,2,720.2879164,726.7151089,728.1374903,14.4388962,1.4223814,1,0,2
565,11,marta_pilot,1,TrialDigitSpan,1,1,733.0426812,739.4270606,742.0617445,12.7547648,2.6346839,1,0,2
566,12,marta_pilot,1,TrialDigitSpan,2,-1,748.8026652,755.2219238,-1,15.759984,3,0,0,2
567,13,marta_pilot,1,TrialDigitSpan,1,1,759.0935588,765.4863994,767.2864602,10.2908936,1.8000608,1,0,2
568,14,marta_pilot,1,TrialDigitSpan,2,2,772.7841446,779.1899505,781.0439162,13.6905858,1.8539657,1,0,2
569,0,marta_pilot,1,TrialSpatialRotation,1,1,31.12691712,37.62191224,39.84876633,-4254.103833,2.22685409,1,1,1
570,1,marta_pilot,1,TrialSpatialRotation,0,2,45.76586914,52.21973276,54.80822301,14.63895202,2.58849025,0,0,1
571,2,marta_pilot,1,TrialSpatialRotation,2,-1,61.70700645,68.19885015,-1,15.94113731,3,0,0,1
572,3,marta_pilot,1,TrialSpatialRotation,0,0,71.51392841,77.98657775,79.36610556,9.80692196,1.37952781,1,0,1
573,4,marta_pilot,1,TrialSpatialRotation,2,1,84.71406102,91.17336178,92.31955457,13.20013261,1.14619279,0,0,1
574,5,marta_pilot,1,TrialSpatialRotation,1,1,97.45670867,103.9550049,106.1286318,12.74264765,2.1736269,1,0,1
575,6,marta_pilot,1,TrialSpatialRotation,1,1,112.0306444,118.4858866,120.5042839,14.57393573,2.0183973,1,0,1
576,7,marta_pilot,1,TrialSpatialRotation,1,0,126.4685233,132.8887651,135.0594811,14.4378789,2.170716,0,0,1
577,8,marta_pilot,1,TrialSpatialRotation,0,0,141.0078399,147.500108,148.966593,14.5393166,1.466485,1,0,1
578,9,marta_pilot,1,TrialSpatialRotation,2,2,389.6559815,396.0787768,398.3765128,17.1078994,2.297736,1,1,2
579,10,marta_pilot,1,TrialSpatialRotation,0,0,404.8519909,411.31619,413.8499291,15.1960094,2.5337391,1,0,2
580,11,marta_pilot,1,TrialSpatialRotation,1,1,420.6735961,427.1418669,429.5118551,15.8216052,2.3699882,1,0,2
581,12,marta_pilot,1,TrialSpatialRotation,1,-1,435.6640754,442.1477911,-1,14.9904793,3,0,0,2
582,13,marta_pilot,1,TrialSpatialRotation,1,1,445.9453456,452.3794141,454.8685176,10.2812702,2.4891035,1,0,2
583,14,marta_pilot,1,TrialSpatialRotation,2,1,461.3598592,467.8516762,469.1505148,15.4145136,1.2988386,0,0,2
584,15,marta_pilot,1,TrialSpatialRotation,1,2,474.5395486,480.9931586,482.9613192,13.1796894,1.9681606,0,0,2
585,16,marta_pilot,1,TrialSpatialRotation,0,0,582.0846968,588.5360796,590.9725759,17.9232581,2.4364963,1,1,3
586,17,marta_pilot,1,TrialSpatialRotation,1,1,597.7088337,604.1599386,606.3187795,15.6241369,2.1588409,1,0,3
587,18,marta_pilot,1,TrialSpatialRotation,1,1,612.1051388,618.5987899,620.4464221,14.3963051,1.8476322,1,0,3
588,19,marta_pilot,1,TrialSpatialRotation,0,0,626.356451,632.8382304,634.7572186,14.2513122,1.9189882,1,0,3
589,20,marta_pilot,1,TrialSpatialRotation,2,2,640.4336932,646.8618727,649.1709464,14.0772422,2.3090737,1,0,3
590,21,marta_pilot,1,TrialSpatialRotation,2,0,655.6752553,662.1216602,662.7519155,15.2415621,0.6302553,0,0,3
591,22,marta_pilot,1,TrialSpatialRotation,1,2,667.5379593,673.9894667,675.0927455,11.862704,1.1032788,0,0,3
592,23,marta_pilot,1,TrialSpatialRotation,2,1,679.6743593,686.1225643,687.0691152,12.1364,0.9465509,0,0,3
593,24,marta_pilot,1,TrialSpatialRotation,0,2,887.3360207,893.807369,895.4372175,15.0666931,1.6298485,0,1,4
594,25,marta_pilot,1,TrialSpatialRotation,1,1,900.6027658,907.0034735,909.1274791,13.2667451,2.1240056,1,0,4
595,26,marta_pilot,1,TrialSpatialRotation,2,2,915.4244263,921.8584096,923.8864462,14.8216605,2.0280366,1,0,4
596,27,marta_pilot,1,TrialSpatialRotation,0,0,929.4303114,935.8921993,937.8508506,14.0058851,1.9586513,1,0,4
597,28,marta_pilot,1,TrialSpatialRotation,2,2,943.4519708,949.8799441,952.6124127,14.0216594,2.7324686,1,0,4
598,29,marta_pilot,1,TrialSpatialRotation,2,2,958.7957063,965.2547245,967.8928027,15.3437355,2.6380782,1,0,4
599,30,marta_pilot,1,TrialSpatialRotation,1,1,974.7054081,981.161202,982.7089729,15.9097018,1.5477709,1,0,4
600,0,marta_pilot,1,TrialSpatialSpan,0,0,157.6740496,164.0575702,166.1800447,16.6662097,2.1224745,1,1,1
601,1,marta_pilot,1,TrialSpatialSpan,1,1,171.7654397,178.1904922,180.613379,14.0913901,2.4228868,1,0,1
602,2,marta_pilot,1,TrialSpatialSpan,2,1,187.1865101,193.5855198,195.1610882,15.4210704,1.5755684,0,0,1
603,3,marta_pilot,1,TrialSpatialSpan,2,2,200.9865167,207.3875914,209.8061616,13.8000066,2.4185702,1,0,1
604,4,marta_pilot,1,TrialSpatialSpan,1,1,215.8494494,222.2150779,224.2538331,14.8629327,2.0387552,1,0,1
605,5,marta_pilot,1,TrialSpatialSpan,2,-1,229.8999822,236.3373001,-1,14.0505328,3,0,0,1
606,6,marta_pilot,1,TrialSpatialSpan,1,1,240.4697473,246.8569126,249.8152301,10.5697651,2.9583175,1,0,1
607,7,marta_pilot,1,TrialSpatialSpan,2,2,256.4099729,262.8058479,264.1432588,15.9402256,1.3374109,1,0,1
608,8,marta_pilot,1,TrialSpatialSpan,2,2,492.1912241,498.5740674,500.8269455,17.6516755,2.2528781,1,1,2
609,9,marta_pilot,1,TrialSpatialSpan,1,1,506.8203878,513.3164122,515.3489959,14.6291637,2.0325837,1,0,2
610,10,marta_pilot,1,TrialSpatialSpan,0,2,521.295224,527.7039015,530.0851781,14.4748362,2.3812766,0,0,2
611,11,marta_pilot,1,TrialSpatialSpan,2,2,535.9669697,542.3947752,544.0755992,14.6717457,1.680824,1,0,2
612,12,marta_pilot,1,TrialSpatialSpan,1,1,549.4184964,555.8266015,558.222708,13.4515267,2.3961065,1,0,2
613,13,marta_pilot,1,TrialSpatialSpan,2,0,564.1614387,570.5637119,572.6923459,14.7429423,2.128634,0,0,2
614,14,marta_pilot,1,TrialSpatialSpan,0,0,790.1298215,796.4890976,798.7245293,17.3456769,2.2354317,1,1,3
615,15,marta_pilot,1,TrialSpatialSpan,2,2,804.8045635,811.218137,813.4608009,14.674742,2.2426639,1,0,3
616,16,marta_pilot,1,TrialSpatialSpan,2,2,819.0771344,825.4742751,827.4650707,14.2725709,1.9907956,1,0,3
617,17,marta_pilot,1,TrialSpatialSpan,0,-1,833.1548131,839.5638804,-1,14.0776787,3,0,0,3
618,18,marta_pilot,1,TrialSpatialSpan,1,1,843.4939241,849.8830571,851.2906005,10.339111,1.4075434,1,0,3
619,19,marta_pilot,1,TrialSpatialSpan,1,0,856.7275386,863.118551,865.6063714,13.2336145,2.4878204,0,0,3
620,20,marta_pilot,1,TrialSpatialSpan,2,2,872.2693276,878.657171,881.1136985,15.541789,2.4565275,1,0,3
621,21,marta_pilot,1,TrialSpatialSpan,0,0,987.9609332,994.3922129,996.7608366,13.2555251,2.3686237,1,1,4
622,22,marta_pilot,1,TrialSpatialSpan,2,-1,1002.9451,1009.316913,-1,14.9841668,3,0,0,4
623,23,marta_pilot,1,TrialSpatialSpan,1,1,1013.111974,1019.492771,1022.001684,10.166874,2.508913,1,0,4
624,24,marta_pilot,1,TrialSpatialSpan,2,0,1028.306867,1034.713788,1037.1655,15.194893,2.451712,0,0,4
625,0,marta_pilot,2,TrialDigitSpan,1,0,1352.3471,1358.706231,1361.529832,15.635638,2.823601,0,1,1
626,1,marta_pilot,2,TrialDigitSpan,2,0,1367.909821,1374.350807,1376.193443,15.562721,1.842636,0,0,1
627,2,marta_pilot,2,TrialDigitSpan,2,2,1382.11306,1388.501165,1390.160747,14.203239,1.659582,1,0,1
628,3,marta_pilot,2,TrialDigitSpan,2,2,1395.177038,1401.555272,1403.226236,13.063978,1.670964,1,0,1
629,4,marta_pilot,2,TrialDigitSpan,0,-1,1408.633148,1415.036806,-1,13.45611,3,0,0,1
630,5,marta_pilot,2,TrialDigitSpan,0,0,1418.293222,1424.730567,1427.566326,9.660074,2.835759,1,0,1
631,6,marta_pilot,2,TrialDigitSpan,1,1,1434.517042,1440.92491,1442.649089,16.22382,1.724179,1,0,1
632,7,marta_pilot,2,TrialDigitSpan,1,-1,1448.658295,1455.077871,-1,14.141253,3,0,0,1
633,8,marta_pilot,2,TrialDigitSpan,1,0,1458.604257,1464.984956,1467.704286,9.945962,2.71933,0,0,1
634,9,marta_pilot,2,TrialDigitSpan,0,-1,1808.183643,1814.576264,-1,14.883302,3,0,1,2
635,10,marta_pilot,2,TrialDigitSpan,0,0,1818.034648,1824.439738,1826.443256,9.851005,2.003518,1,0,2
636,11,marta_pilot,2,TrialDigitSpan,1,1,1832.31477,1838.723145,1840.51024,14.280122,1.787095,1,0,2
637,12,marta_pilot,2,TrialDigitSpan,1,1,1846.441695,1852.858985,1855.109452,14.126925,2.250467,1,0,2
638,13,marta_pilot,2,TrialDigitSpan,1,1,1861.616844,1867.999653,1869.732,15.175149,1.732347,1,0,2
639,14,marta_pilot,2,TrialDigitSpan,2,2,1875.024714,1881.448477,1884.335715,13.40787,2.887238,1,0,2
640,15,marta_pilot,2,TrialDigitSpan,1,1,1999.335239,2005.754566,2008.365889,13.104013,2.611323,1,1,3
641,16,marta_pilot,2,TrialDigitSpan,2,2,2014.486252,2020.885464,2022.326861,15.151013,1.441397,1,0,3
642,17,marta_pilot,2,TrialDigitSpan,1,1,2027.234222,2033.636664,2035.032851,12.74797,1.396187,1,0,3
643,18,marta_pilot,2,TrialDigitSpan,2,2,2040.059225,2046.471433,2048.77385,12.825003,2.302417,1,0,3
644,19,marta_pilot,2,TrialDigitSpan,2,2,2055.131638,2061.511111,2063.783459,15.072413,2.272348,1,0,3
645,20,marta_pilot,2,TrialDigitSpan,0,1,2070.233002,2076.632662,2078.677047,15.101364,2.044385,0,0,3
646,21,marta_pilot,2,TrialDigitSpan,2,-1,2084.760995,2091.136021,-1,14.527993,3,0,0,3
647,22,marta_pilot,2,TrialDigitSpan,0,0,2094.978826,2101.395879,2104.261499,10.217831,2.86562,1,0,3
648,23,marta_pilot,2,TrialDigitSpan,2,2,2110.88212,2117.323528,2119.125466,15.903294,1.801938,1,0,3
649,0,marta_pilot,2,TrialSpatialRotation,2,2,1236.088938,1242.547645,1245.244874,15.386744,2.697229,1,1,1
650,1,marta_pilot,2,TrialSpatialRotation,1,1,1251.676942,1258.103563,1259.568817,15.588004,1.465254,1,0,1
651,2,marta_pilot,2,TrialSpatialRotation,0,2,1264.53841,1271.015677,1273.946106,12.861468,2.930429,0,0,1
652,3,marta_pilot,2,TrialSpatialRotation,0,0,1280.485912,1286.960075,1289.612749,15.947502,2.652674,1,0,1
653,4,marta_pilot,2,TrialSpatialRotation,0,0,1296.445419,1302.889367,1304.835776,15.959507,1.946409,1,0,1
654,5,marta_pilot,2,TrialSpatialRotation,2,-1,1310.439608,1316.867981,-1,13.994189,3,0,0,1
655,6,marta_pilot,2,TrialSpatialRotation,2,1,1320.829526,1327.268628,1330.056973,10.389918,2.788345,0,0,1
656,7,marta_pilot,2,TrialSpatialRotation,0,0,1336.711462,1343.156765,1345.884469,15.881936,2.727704,1,0,1
657,8,marta_pilot,2,TrialSpatialRotation,1,2,1600.976027,1607.437842,1609.218917,14.739532,1.781075,0,1,2
658,9,marta_pilot,2,TrialSpatialRotation,2,2,1614.579043,1621.032038,1623.236612,13.603016,2.204574,1,0,2
