,participant_id,block,type,response_time,accuracy,switch_type,occurence
203,danielle_pilot,3.0,TrialSpatialSpan,2.642931222916104,0,DS-SS,2.0
204,danielle_pilot,3.0,TrialSpatialSpan,2.555166721343994,1,none,2.0
205,danielle_pilot,3.0,TrialSpatialSpan,1.8560359478001374,1,none,2.0
206,danielle_pilot,3.0,TrialSpatialSpan,1.5817685127262848,1,none,2.0
207,danielle_pilot,3.0,TrialSpatialSpan,1.5538463592529297,0,none,2.0
208,danielle_pilot,3.0,TrialSpatialSpan,3.0,0,none,2.0
209,danielle_pilot,4.0,TrialDigitSpan,1.1618919372558594,1,NONE-DS,1.0
210,danielle_pilot,4.0,TrialDigitSpan,1.434165477751776,1,none,1.0
211,danielle_pilot,4.0,TrialDigitSpan,0.9325065612788421,1,none,1.0
212,danielle_pilot,4.0,TrialDigitSpan,2.0375521183013916,1,none,1.0
213,danielle_pilot,4.0,TrialDigitSpan,0.9953382015223724,1,SR-DS,2.0
214,danielle_pilot,4.0,TrialDigitSpan,1.6226608753204346,1,none,2.0
215,danielle_pilot,4.0,TrialDigitSpan,1.417177200316928,1,none,2.0
216,danielle_pilot,4.0,TrialDigitSpan,1.8370873928070068,1,none,2.0
217,danielle_pilot,4.0,TrialDigitSpan,1.4471294879922425,1,none,2.0
218,danielle_pilot,4.0,TrialDigitSpan,0.986362218855902,1,none,2.0
219,danielle_pilot,4.0,TrialDigitSpan,0.9634232521057129,1,none,2.0
220,danielle_pilot,4.0,TrialDigitSpan,1.2147514820098877,1,SR-DS,3.0
221,danielle_pilot,4.0,TrialDigitSpan,1.5279138088226318,1,none,3.0
222,danielle_pilot,4.0,TrialDigitSpan,1.6695349216461182,1,none,3.0
223,danielle_pilot,4.0,TrialDigitSpan,1.5887510776519775,1,none,3.0
224,danielle_pilot,4.0,TrialDigitSpan,1.3862929344177246,1,none,3.0
225,danielle_pilot,4.0,TrialDigitSpan,1.4999899864196777,1,none,3.0
226,danielle_pilot,4.0,TrialDigitSpan,2.046525239944458,1,none,3.0
227,danielle_pilot,4.0,TrialDigitSpan,2.168201446533203,1,none,3.0
228,danielle_pilot,4.0,TrialDigitSpan,1.4660785198220765,1,SS-DS,4.0
229,danielle_pilot,4.0,TrialDigitSpan,1.2975316047673005,1,none,4.0
230,danielle_pilot,4.0,TrialDigitSpan,2.7516417503356934,0,none,4.0
231,danielle_pilot,4.0,TrialDigitSpan,0.9674127101893646,1,none,4.0
232,danielle_pilot,4.0,TrialDigitSpan,1.3783144950862152,1,none,4.0
233,danielle_pilot,4.0,TrialDigitSpan,1.4331655502319336,1,none,4.0
234,danielle_pilot,4.0,TrialDigitSpan,2.015609502792813,1,none,4.0
235,danielle_pilot,4.0,TrialDigitSpan,1.6475937366485596,1,none,4.0
236,danielle_pilot,4.0,TrialDigitSpan,1.5887508392333984,1,none,4.0
237,danielle_pilot,4.0,TrialSpatialRotation,2.0215952396392822,1,DS-SR,1.0
238,danielle_pilot,4.0,TrialSpatialRotation,2.8822925090789795,0,none,1.0
239,danielle_pilot,4.0,TrialSpatialRotation,2.6588892936706543,0,none,1.0
240,danielle_pilot,4.0,TrialSpatialRotation,3.0,0,none,1.0
241,danielle_pilot,4.0,TrialSpatialRotation,2.1781730651860016,1,none,1.0
242,danielle_pilot,4.0,TrialSpatialRotation,2.0275776386260986,1,none,1.0
243,danielle_pilot,4.0,TrialSpatialRotation,2.3427355289463776,1,SS-SR,2.0
244,danielle_pilot,4.0,TrialSpatialRotation,1.8809707164764404,1,none,2.0
245,danielle_pilot,4.0,TrialSpatialRotation,2.2749164104457122,1,none,2.0
246,danielle_pilot,4.0,TrialSpatialRotation,2.3756468296055573,1,none,2.0
247,danielle_pilot,4.0,TrialSpatialRotation,2.5491833686828613,1,none,2.0
248,danielle_pilot,4.0,TrialSpatialRotation,2.5481860637669342,0,none,2.0
249,danielle_pilot,4.0,TrialSpatialRotation,1.7832322120666504,1,none,2.0
250,danielle_pilot,4.0,TrialSpatialRotation,2.100355863571167,0,none,2.0
251,danielle_pilot,4.0,TrialSpatialSpan,1.4710650444030762,1,DS-SS,1.0
252,danielle_pilot,4.0,TrialSpatialSpan,1.8261170387268066,1,none,1.0
253,danielle_pilot,4.0,TrialSpatialSpan,1.4052436351776123,1,none,1.0
254,danielle_pilot,4.0,TrialSpatialSpan,1.7004530429840088,1,none,1.0
255,danielle_pilot,4.0,TrialSpatialSpan,2.753636360168457,0,none,1.0
256,danielle_pilot,4.0,TrialSpatialSpan,2.0415408611297607,0,none,1.0
257,danielle_pilot,4.0,TrialSpatialSpan,1.4541122913360596,1,none,1.0
258,danielle_pilot,4.0,TrialSpatialSpan,2.1462604999542236,1,none,1.0
259,danielle_pilot,4.0,TrialSpatialSpan,1.8789763450622559,1,DS-SS,2.0
260,danielle_pilot,4.0,TrialSpatialSpan,1.9577646255493164,0,none,2.0
261,danielle_pilot,4.0,TrialSpatialSpan,2.652904987335205,1,none,2.0
262,danielle_pilot,4.0,TrialSpatialSpan,2.2290377616882324,1,none,2.0
263,danielle_pilot,4.0,TrialSpatialSpan,1.70241117477417,1,none,2.0
264,danielle_pilot,4.0,TrialSpatialSpan,2.5142769813542145,1,none,2.0
265,danielle_pilot,4.0,TrialSpatialSpan,2.8802967071533203,1,none,2.0
266,danielle_pilot,4.0,TrialSpatialSpan,2.5422015190119964,1,DS-SS,3.0
267,danielle_pilot,4.0,TrialSpatialSpan,2.7516427040100098,1,none,3.0
268,danielle_pilot,4.0,TrialSpatialSpan,2.073425531387784,1,none,3.0
269,danielle_pilot,4.0,TrialSpatialSpan,2.0056369304656982,1,none,3.0
270,danielle_pilot,4.0,TrialSpatialSpan,1.7393479347229004,1,none,3.0
271,danielle_pilot,4.0,TrialSpatialSpan,2.285885810852051,1,none,3.0
272,danielle_pilot,4.0,TrialSpatialSpan,1.5388846397390807,1,none,3.0
273,danielle_pilot,4.0,TrialSpatialSpan,2.544168710708618,1,none,3.0
