,index_raw,auto_participant_id,participant_age,participant_gender,type,trial_type,trial_index,time_start,participant_ans,target_ans,accuracy,response_time,changed_shifted,switch_type,occurence,first_switch_rt
1372,126,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-rotation,ts-trial,222.0,708269.46,1.0,1.0,1.0,1925.545000000042,0.0,none,5.0,
1373,127,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-rotation,ts-trial,224.0,714670.825,2.0,2.0,1.0,1706.219999999972,0.0,none,5.0,
1374,128,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-rotation,ts-trial,226.0,721131.9,1.0,1.0,1.0,989.109999999986,0.0,none,5.0,
1375,129,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-rotation,ts-trial,228.0,727564.65,2.0,0.0,,2104.1049999999814,0.0,none,5.0,
3797,113,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-rotation,ts-trial,200.0,693188.225,2.0,2.0,1.0,1312.625,1.0,none,5.0,
3798,114,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-rotation,ts-trial,202.0,700317.945,1.0,1.0,1.0,1431.719999999972,0.0,none,5.0,
3799,115,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-rotation,ts-trial,204.0,707486.665,0.0,0.0,1.0,2063.765000000014,0.0,none,5.0,
3800,116,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-rotation,ts-trial,206.0,713977.36,2.0,2.0,1.0,2770.2399999999907,0.0,none,5.0,
3801,117,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-rotation,ts-trial,208.0,720787.1,0.0,0.0,1.0,2945.5299999999115,0.0,none,5.0,
2756,125,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,220.0,970523.04,1.0,1.0,1.0,1346.8399999999674,1.0,SS-SR,5.0,
2757,126,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,222.0,977387.965,2.0,2.0,1.0,874.2800000000279,0.0,none,5.0,
2758,127,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,224.0,983946.59,2.0,2.0,1.0,980.6800000000512,0.0,none,5.0,
2759,128,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,226.0,990449.98,0.0,2.0,,2094.3800000000047,0.0,none,5.0,
2760,129,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,228.0,996847.445,1.0,1.0,1.0,1067.1699999999255,0.0,none,5.0,
2761,130,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,230.0,1003318.0,0.0,0.0,1.0,1772.1499999999069,0.0,none,5.0,
731,124,1718.75_45854,19.0,Female,ts-trial-spatial-rotation,ts-trial,218.0,738622.495,0.0,0.0,1.0,1451.4649999999674,1.0,DS-SR,5.0,
732,125,1718.75_45854,19.0,Female,ts-trial-spatial-rotation,ts-trial,220.0,745585.155,0.0,0.0,1.0,1261.6600000000326,0.0,none,5.0,
733,126,1718.75_45854,19.0,Female,ts-trial-spatial-rotation,ts-trial,222.0,751888.51,2.0,1.0,,1925.5699999999488,0.0,none,5.0,
734,127,1718.75_45854,19.0,Female,ts-trial-spatial-rotation,ts-trial,224.0,758412.71,0.0,0.0,1.0,1923.6999999999534,0.0,none,5.0,
735,128,1718.75_45854,19.0,Female,ts-trial-spatial-rotation,ts-trial,226.0,765522.4,0.0,2.0,,1369.7100000000792,0.0,none,5.0,
736,129,1718.75_45854,19.0,Female,ts-trial-spatial-rotation,ts-trial,228.0,772281.13,2.0,2.0,1.0,1683.3099999999395,0.0,none,5.0,
5008,110,1830_2921,22.0,Male,ts-trial-spatial-rotation,ts-trial,194.0,646322.0,0.0,1.0,,1281.0,1.0,none,5.0,
5009,111,1830_2921,22.0,Male,ts-trial-spatial-rotation,ts-trial,196.0,652648.0,0.0,2.0,,1181.0,0.0,none,5.0,
5010,112,1830_2921,22.0,Male,ts-trial-spatial-rotation,ts-trial,198.0,659770.0,2.0,2.0,1.0,2096.0,0.0,none,5.0,
1115,155,1975.4950000206009_98708,24.0,Female,ts-trial-spatial-rotation,ts-trial,274.0,993389.39,0.0,0.0,1.0,1839.7550000000047,1.0,SS-SR,5.0,
1117,156,1975.4950000206009_98708,24.0,Female,ts-trial-spatial-rotation,ts-trial,276.0,999769.88,1.0,2.0,,1967.6999999999534,0.0,none,5.0,
1120,157,1975.4950000206009_98708,24.0,Female,ts-trial-spatial-rotation,ts-trial,278.0,1006155.525,2.0,2.0,1.0,1743.8100000000559,0.0,none,5.0,
1122,158,1975.4950000206009_98708,24.0,Female,ts-trial-spatial-rotation,ts-trial,280.0,1012509.735,0.0,1.0,,1710.0650000000605,0.0,none,5.0,
1124,159,1975.4950000206009_98708,24.0,Female,ts-trial-spatial-rotation,ts-trial,282.0,1018958.77,1.0,0.0,,2192.3699999999953,0.0,none,5.0,
1126,160,1975.4950000206009_98708,24.0,Female,ts-trial-spatial-rotation,ts-trial,284.0,1025647.58,1.0,2.0,,2476.109999999986,0.0,none,5.0,
1128,161,1975.4950000206009_98708,24.0,Female,ts-trial-spatial-rotation,ts-trial,286.0,1032076.96,1.0,1.0,1.0,1978.5749999999534,0.0,none,5.0,
1130,162,1975.4950000206009_98708,24.0,Female,ts-trial-spatial-rotation,ts-trial,288.0,1039163.995,0.0,0.0,1.0,2171.3850000000093,0.0,none,5.0,
3615,141,217_86855,20.0,Female,ts-trial-spatial-rotation,ts-trial,248.0,809695.0,0.0,0.0,1.0,1956.0,1.0,DS-SR,5.0,
3616,142,217_86855,20.0,Female,ts-trial-spatial-rotation,ts-trial,250.0,816209.0,1.0,1.0,1.0,2065.0,0.0,none,5.0,
3617,143,217_86855,20.0,Female,ts-trial-spatial-rotation,ts-trial,252.0,822490.0,2.0,2.0,1.0,2164.0,0.0,none,5.0,
3618,144,217_86855,20.0,Female,ts-trial-spatial-rotation,ts-trial,254.0,829227.0,1.0,1.0,1.0,1745.0,0.0,none,5.0,
3619,145,217_86855,20.0,Female,ts-trial-spatial-rotation,ts-trial,256.0,836138.0,2.0,0.0,,2209.0,0.0,none,5.0,
3620,146,217_86855,20.0,Female,ts-trial-spatial-rotation,ts-trial,258.0,842477.0,1.0,1.0,1.0,2115.0,0.0,none,5.0,
3621,147,217_86855,20.0,Female,ts-trial-spatial-rotation,ts-trial,260.0,848854.0,1.0,1.0,1.0,2212.0,0.0,none,5.0,
4011,115,232_72278,19.0,Female,ts-trial-spatial-rotation,ts-trial,202.0,681142.0,1.0,0.0,,1707.0,1.0,DS-SR,5.0,
4012,116,232_72278,19.0,Female,ts-trial-spatial-rotation,ts-trial,204.0,688341.0,0.0,0.0,1.0,1736.0,0.0,none,5.0,
4013,117,232_72278,19.0,Female,ts-trial-spatial-rotation,ts-trial,206.0,695541.0,1.0,0.0,,901.0,0.0,none,5.0,
4014,118,232_72278,19.0,Female,ts-trial-spatial-rotation,ts-trial,208.0,701900.0,2.0,2.0,1.0,1404.0,0.0,none,5.0,
4015,119,232_72278,19.0,Female,ts-trial-spatial-rotation,ts-trial,210.0,708621.0,1.0,1.0,1.0,1353.0,0.0,none,5.0,
4016,120,232_72278,19.0,Female,ts-trial-spatial-rotation,ts-trial,212.0,715251.0,1.0,1.0,1.0,1407.0,0.0,none,5.0,
4017,121,232_72278,19.0,Female,ts-trial-spatial-rotation,ts-trial,214.0,722001.0,1.0,1.0,1.0,2571.0,0.0,none,5.0,
4018,122,232_72278,19.0,Female,ts-trial-spatial-rotation,ts-trial,216.0,728511.0,2.0,0.0,,1789.0,0.0,none,5.0,
1894,105,236.19000000007873_6858,20.0,Female ,ts-trial-spatial-rotation,ts-trial,187.0,649589.805,1.0,1.0,1.0,1922.719999999972,1.0,SS-SR,5.0,
1895,106,236.19000000007873_6858,20.0,Female ,ts-trial-spatial-rotation,ts-trial,189.0,656728.58,2.0,2.0,1.0,2073.6350000000093,0.0,none,5.0,
1896,107,236.19000000007873_6858,20.0,Female ,ts-trial-spatial-rotation,ts-trial,191.0,663587.805,1.0,1.0,1.0,1773.640000000014,0.0,none,5.0,
440,109,251.67000001238193_90175,20.0,Female,ts-trial-spatial-rotation,ts-trial,190.0,682560.115,2.0,2.0,1.0,1538.3450000000885,1.0,DS-SR,5.0,
442,110,251.67000001238193_90175,20.0,Female,ts-trial-spatial-rotation,ts-trial,192.0,688923.175,0.0,0.0,1.0,1095.3800000000047,0.0,none,5.0,
444,111,251.67000001238193_90175,20.0,Female,ts-trial-spatial-rotation,ts-trial,194.0,695394.875,0.0,1.0,,1267.3850000000093,0.0,none,5.0,
446,112,251.67000001238193_90175,20.0,Female,ts-trial-spatial-rotation,ts-trial,196.0,702052.75,1.0,2.0,,1479.0950000000885,0.0,none,5.0,
448,113,251.67000001238193_90175,20.0,Female,ts-trial-spatial-rotation,ts-trial,198.0,709309.24,1.0,0.0,,1623.3850000000093,0.0,none,5.0,
450,114,251.67000001238193_90175,20.0,Female,ts-trial-spatial-rotation,ts-trial,200.0,715635.76,2.0,0.0,,2521.890000000014,0.0,none,5.0,
2542,125,268.8400000006368_67932,20.0,female,ts-trial-spatial-rotation,ts-trial,220.0,709790.385,1.0,1.0,1.0,1543.8199999999488,1.0,SS-SR,5.0,
2543,126,268.8400000006368_67932,20.0,female,ts-trial-spatial-rotation,ts-trial,222.0,716642.1,2.0,2.0,1.0,1030.7399999999907,0.0,none,5.0,
2544,127,268.8400000006368_67932,20.0,female,ts-trial-spatial-rotation,ts-trial,224.0,723193.265,0.0,2.0,,1035.8099999999395,0.0,none,5.0,
2545,128,268.8400000006368_67932,20.0,female,ts-trial-spatial-rotation,ts-trial,226.0,729689.995,0.0,2.0,,915.4150000000373,0.0,none,5.0,
2546,129,268.8400000006368_67932,20.0,female,ts-trial-spatial-rotation,ts-trial,228.0,736075.045,0.0,1.0,,1602.5699999999488,0.0,none,5.0,
2547,130,268.8400000006368_67932,20.0,female,ts-trial-spatial-rotation,ts-trial,230.0,742542.045,1.0,0.0,,2163.25,0.0,none,5.0,
102,103,283.00000000000006_59779,20.0,Female,ts-trial-spatial-rotation,ts-trial,183.0,630285.0,2.0,2.0,1.0,1577.0,1.0,DS-SR,5.0,
103,104,283.00000000000006_59779,20.0,Female,ts-trial-spatial-rotation,ts-trial,185.0,636604.0,0.0,0.0,1.0,1201.0,0.0,none,5.0,
104,105,283.00000000000006_59779,20.0,Female,ts-trial-spatial-rotation,ts-trial,187.0,643554.0,0.0,2.0,,1891.0,0.0,none,5.0,
105,106,283.00000000000006_59779,20.0,Female,ts-trial-spatial-rotation,ts-trial,189.0,650076.0,2.0,1.0,,1746.0,0.0,none,5.0,
2348,141,293.7149999997928_80595,20.0,Female,ts-trial-spatial-rotation,ts-trial,248.0,824573.385,1.0,0.0,,524.2550000000047,1.0,DS-SR,5.0,
2349,142,293.7149999997928_80595,20.0,Female,ts-trial-spatial-rotation,ts-trial,250.0,831094.985,0.0,1.0,,1155.9649999999674,0.0,none,5.0,
2350,143,293.7149999997928_80595,20.0,Female,ts-trial-spatial-rotation,ts-trial,252.0,837384.92,1.0,2.0,,656.4900000001071,0.0,none,5.0,
2351,144,293.7149999997928_80595,20.0,Female,ts-trial-spatial-rotation,ts-trial,254.0,844123.745,2.0,1.0,,887.4750000000931,0.0,none,5.0,
2352,145,293.7149999997928_80595,20.0,Female,ts-trial-spatial-rotation,ts-trial,256.0,851041.26,1.0,0.0,,934.3000000000466,0.0,none,5.0,
2353,146,293.7149999997928_80595,20.0,Female,ts-trial-spatial-rotation,ts-trial,258.0,857387.585,0.0,1.0,,757.7850000000326,0.0,none,5.0,
2354,147,293.7149999997928_80595,20.0,Female,ts-trial-spatial-rotation,ts-trial,260.0,863774.0,0.0,1.0,,1318.1699999999255,0.0,none,5.0,
4188,116,316_38703,21.0,Female,ts-trial-spatial-rotation,ts-trial,206.0,686641.0,0.0,2.0,,2233.0,1.0,SS-SR,5.0,
4189,117,316_38703,21.0,Female,ts-trial-spatial-rotation,ts-trial,208.0,692997.0,2.0,2.0,1.0,1414.0,0.0,none,5.0,
4190,118,316_38703,21.0,Female,ts-trial-spatial-rotation,ts-trial,210.0,699681.0,0.0,1.0,,2361.0,0.0,none,5.0,
4191,119,316_38703,21.0,Female,ts-trial-spatial-rotation,ts-trial,212.0,706735.0,2.0,2.0,1.0,1325.0,0.0,none,5.0,
4192,120,316_38703,21.0,Female,ts-trial-spatial-rotation,ts-trial,214.0,713856.0,0.0,0.0,1.0,2618.0,0.0,none,5.0,
4193,121,316_38703,21.0,Female,ts-trial-spatial-rotation,ts-trial,216.0,720188.0,2.0,2.0,1.0,1426.0,0.0,none,5.0,
4194,122,316_38703,21.0,Female,ts-trial-spatial-rotation,ts-trial,218.0,726644.0,2.0,2.0,1.0,1633.0,0.0,none,5.0,
4195,123,316_38703,21.0,Female,ts-trial-spatial-rotation,ts-trial,220.0,733024.0,1.0,1.0,1.0,1756.0,0.0,none,5.0,
3352,90,394_3084,20.0,female,ts-trial-spatial-rotation,ts-trial,161.0,524494.0,2.0,0.0,,1195.0,1.0,DS-SR,5.0,
3353,91,394_3084,20.0,female,ts-trial-spatial-rotation,ts-trial,163.0,531737.0,2.0,1.0,,1121.0,0.0,none,5.0,
3354,92,394_3084,20.0,female,ts-trial-spatial-rotation,ts-trial,165.0,538317.0,1.0,0.0,,1317.0,0.0,none,5.0,
3355,93,394_3084,20.0,female,ts-trial-spatial-rotation,ts-trial,167.0,544907.0,2.0,0.0,,1547.0,0.0,none,5.0,
3356,94,394_3084,20.0,female,ts-trial-spatial-rotation,ts-trial,169.0,552117.0,0.0,2.0,,2173.0,0.0,none,5.0,
3357,95,394_3084,20.0,female,ts-trial-spatial-rotation,ts-trial,171.0,558432.0,1.0,2.0,,1734.0,0.0,none,5.0,
3358,96,394_3084,20.0,female,ts-trial-spatial-rotation,ts-trial,173.0,565188.0,2.0,2.0,1.0,1492.0,0.0,none,5.0,
4807,114,452.40499999999884_3732,20.0,Female,ts-trial-spatial-rotation,ts-trial,200.0,666489.54,0.0,0.0,1.0,2530.4749999999767,1.0,DS-SR,5.0,
4808,115,452.40499999999884_3732,20.0,Female,ts-trial-spatial-rotation,ts-trial,202.0,673695.655,1.0,1.0,1.0,1725.9400000000605,0.0,none,5.0,
4809,116,452.40499999999884_3732,20.0,Female,ts-trial-spatial-rotation,ts-trial,204.0,680330.46,2.0,2.0,1.0,1633.280000000028,0.0,none,5.0,
4810,117,452.40499999999884_3732,20.0,Female,ts-trial-spatial-rotation,ts-trial,206.0,686673.825,,1.0,,,0.0,none,5.0,
4811,118,452.40499999999884_3732,20.0,Female,ts-trial-spatial-rotation,ts-trial,208.0,693146.5,0.0,0.0,1.0,2990.920000000042,0.0,none,5.0,
4812,119,452.40499999999884_3732,20.0,Female,ts-trial-spatial-rotation,ts-trial,210.0,699762.72,0.0,0.0,1.0,2150.4649999999674,0.0,none,5.0,
4383,103,4597.265000003972_15055,18.0,Female,ts-trial-spatial-rotation,ts-trial,183.0,642971.755,0.0,0.0,1.0,2574.070000000065,1.0,DS-SR,5.0,
4384,104,4597.265000003972_15055,18.0,Female,ts-trial-spatial-rotation,ts-trial,185.0,650171.805,,2.0,,,0.0,none,5.0,
4385,105,4597.265000003972_15055,18.0,Female,ts-trial-spatial-rotation,ts-trial,187.0,657107.81,1.0,1.0,1.0,2372.25,0.0,none,5.0,
1084,128,462.85000001080334_70250,21.0,Female,ts-trial-spatial-rotation,ts-trial,226.0,771083.41,0.0,0.0,1.0,1528.1500000000233,1.0,SS-SR,5.0,
1086,129,462.85000001080334_70250,21.0,Female,ts-trial-spatial-rotation,ts-trial,228.0,777760.845,0.0,1.0,,1371.9150000000373,0.0,none,5.0,
1089,130,462.85000001080334_70250,21.0,Female,ts-trial-spatial-rotation,ts-trial,230.0,784831.035,2.0,2.0,1.0,2801.6450000000186,0.0,none,5.0,
1091,131,462.85000001080334_70250,21.0,Female,ts-trial-spatial-rotation,ts-trial,232.0,791162.465,1.0,1.0,1.0,1875.6199999999953,0.0,none,5.0,
1094,132,462.85000001080334_70250,21.0,Female,ts-trial-spatial-rotation,ts-trial,234.0,797571.245,0.0,0.0,1.0,1876.5499999999302,0.0,none,5.0,
1096,133,462.85000001080334_70250,21.0,Female,ts-trial-spatial-rotation,ts-trial,236.0,804054.935,1.0,2.0,,1374.5,0.0,none,5.0,
1098,134,462.85000001080334_70250,21.0,Female,ts-trial-spatial-rotation,ts-trial,238.0,810568.45,1.0,1.0,1.0,1178.390000000014,0.0,none,5.0,
1100,135,462.85000001080334_70250,21.0,Female,ts-trial-spatial-rotation,ts-trial,240.0,817536.555,0.0,0.0,1.0,2215.0449999999255,0.0,none,5.0,
2957,112,550.7099999999809_41239,18.0,female,ts-trial-spatial-rotation,ts-trial,196.0,708813.985,0.0,1.0,,1761.6999999999534,1.0,DS-SR,5.0,
2958,113,550.7099999999809_41239,18.0,female,ts-trial-spatial-rotation,ts-trial,198.0,715251.575,1.0,0.0,,2106.094999999972,0.0,none,5.0,
2959,114,550.7099999999809_41239,18.0,female,ts-trial-spatial-rotation,ts-trial,200.0,722474.975,1.0,0.0,,1737.0999999999767,0.0,none,5.0,
2960,115,550.7099999999809_41239,18.0,female,ts-trial-spatial-rotation,ts-trial,202.0,729034.465,1.0,1.0,1.0,1642.6300000000047,0.0,none,5.0,
2961,116,550.7099999999809_41239,18.0,female,ts-trial-spatial-rotation,ts-trial,204.0,735729.24,1.0,1.0,1.0,1640.515000000014,0.0,none,5.0,
2962,117,550.7099999999809_41239,18.0,female,ts-trial-spatial-rotation,ts-trial,206.0,742149.42,0.0,0.0,1.0,2008.7099999999627,0.0,none,5.0,
2963,118,550.7099999999809_41239,18.0,female,ts-trial-spatial-rotation,ts-trial,208.0,748832.105,1.0,1.0,1.0,2049.055000000051,0.0,none,5.0,
2964,119,550.7099999999809_41239,18.0,female,ts-trial-spatial-rotation,ts-trial,210.0,755706.985,0.0,1.0,,1440.6199999999953,0.0,none,5.0,
3173,116,569.4950000033714_22620,19.0,Female,ts-trial-spatial-rotation,ts-trial,204.0,694124.68,0.0,2.0,,2384.0449999999255,1.0,DS-SR,5.0,
3174,117,569.4950000033714_22620,19.0,Female,ts-trial-spatial-rotation,ts-trial,206.0,701129.185,2.0,2.0,1.0,2139.9799999999814,0.0,none,5.0,
3175,118,569.4950000033714_22620,19.0,Female,ts-trial-spatial-rotation,ts-trial,208.0,707747.19,1.0,0.0,,2821.295000000042,0.0,none,5.0,
3176,119,569.4950000033714_22620,19.0,Female,ts-trial-spatial-rotation,ts-trial,210.0,714828.805,0.0,0.0,1.0,2182.069999999949,0.0,none,5.0,
3177,120,569.4950000033714_22620,19.0,Female,ts-trial-spatial-rotation,ts-trial,212.0,721613.0,0.0,0.0,1.0,1227.5200000000186,0.0,none,5.0,
3178,121,569.4950000033714_22620,19.0,Female,ts-trial-spatial-rotation,ts-trial,214.0,728543.725,2.0,2.0,1.0,2712.7099999999627,0.0,none,5.0,
3179,122,569.4950000033714_22620,19.0,Female,ts-trial-spatial-rotation,ts-trial,216.0,734988.83,1.0,0.0,,1856.640000000014,0.0,none,5.0,
2110,112,611.2100000027567_97917,19.0,male,ts-trial-spatial-rotation,ts-trial,196.0,663529.755,2.0,0.0,,1730.6300000000047,1.0,SS-SR,5.0,
2111,113,611.2100000027567_97917,19.0,male,ts-trial-spatial-rotation,ts-trial,198.0,670592.2,1.0,1.0,1.0,2388.1100000001024,0.0,none,5.0,
2112,114,611.2100000027567_97917,19.0,male,ts-trial-spatial-rotation,ts-trial,200.0,677304.38,0.0,1.0,,1750.6600000000326,0.0,none,5.0,
2113,115,611.2100000027567_97917,19.0,male,ts-trial-spatial-rotation,ts-trial,202.0,684509.36,0.0,1.0,,1909.3499999999767,0.0,none,5.0,
2114,116,611.2100000027567_97917,19.0,male,ts-trial-spatial-rotation,ts-trial,204.0,691763.245,0.0,0.0,1.0,1906.6199999999953,0.0,none,5.0,
2115,117,611.2100000027567_97917,19.0,male,ts-trial-spatial-rotation,ts-trial,206.0,698977.435,0.0,2.0,,1817.219999999972,0.0,none,5.0,
4586,98,755.2750000031665_40766,19.0,Female,ts-trial-spatial-rotation,ts-trial,173.0,610225.44,2.0,0.0,,1835.8850000000093,1.0,SS-SR,5.0,
4587,99,755.2750000031665_40766,19.0,Female,ts-trial-spatial-rotation,ts-trial,175.0,616708.29,0.0,2.0,,1275.6149999999907,0.0,none,5.0,
4588,100,755.2750000031665_40766,19.0,Female,ts-trial-spatial-rotation,ts-trial,177.0,623471.82,0.0,1.0,,2112.310000000056,0.0,none,5.0,
388,105,831.5449999936391_42874,21.0,female,ts-trial-spatial-rotation,ts-trial,184.0,645644.575,1.0,2.0,,2202.0749999999534,1.0,SS-SR,5.0,
391,106,831.5449999936391_42874,21.0,female,ts-trial-spatial-rotation,ts-trial,186.0,652822.015,1.0,1.0,1.0,1945.6750000000466,0.0,none,5.0,
393,107,831.5449999936391_42874,21.0,female,ts-trial-spatial-rotation,ts-trial,188.0,659215.27,1.0,1.0,1.0,2161.420000000042,0.0,none,5.0,
395,108,831.5449999936391_42874,21.0,female,ts-trial-spatial-rotation,ts-trial,190.0,666360.445,0.0,2.0,,2130.4100000000326,0.0,none,5.0,
397,109,831.5449999936391_42874,21.0,female,ts-trial-spatial-rotation,ts-trial,192.0,673361.78,1.0,1.0,1.0,2041.6049999999814,0.0,none,5.0,
399,110,831.5449999936391_42874,21.0,female,ts-trial-spatial-rotation,ts-trial,194.0,680044.08,1.0,1.0,1.0,1649.579999999958,0.0,none,5.0,
401,111,831.5449999936391_42874,21.0,female,ts-trial-spatial-rotation,ts-trial,196.0,686450.365,2.0,2.0,1.0,2073.5050000000047,0.0,none,5.0,
1749,100,870_66478,19.0,Female,ts-trial-spatial-rotation,ts-trial,177.0,590921.0,2.0,0.0,,2602.0,1.0,DS-SR,5.0,
1750,101,870_66478,19.0,Female,ts-trial-spatial-rotation,ts-trial,179.0,597652.0,1.0,2.0,,1104.0,0.0,none,5.0,
1751,102,870_66478,19.0,Female,ts-trial-spatial-rotation,ts-trial,181.0,604083.0,2.0,1.0,,1259.0,0.0,none,5.0,
1576,123,961_63147,19.0,Female,ts-trial-spatial-rotation,ts-trial,216.0,757924.0,2.0,1.0,,2196.0,1.0,DS-SR,5.0,
1577,124,961_63147,19.0,Female,ts-trial-spatial-rotation,ts-trial,218.0,764814.0,0.0,2.0,,1303.0,0.0,none,5.0,
1578,125,961_63147,19.0,Female,ts-trial-spatial-rotation,ts-trial,220.0,771984.0,2.0,1.0,,1721.0,0.0,none,5.0,
1579,126,961_63147,19.0,Female,ts-trial-spatial-rotation,ts-trial,222.0,779130.0,2.0,0.0,,1907.0,0.0,none,5.0,
1580,127,961_63147,19.0,Female,ts-trial-spatial-rotation,ts-trial,224.0,785486.0,2.0,1.0,,2201.0,0.0,none,5.0,
1581,128,961_63147,19.0,Female,ts-trial-spatial-rotation,ts-trial,226.0,791897.0,2.0,2.0,1.0,2579.0,0.0,none,5.0,
1582,129,961_63147,19.0,Female,ts-trial-spatial-rotation,ts-trial,228.0,798619.0,,1.0,,,0.0,none,5.0,
1583,130,961_63147,19.0,Female,ts-trial-spatial-rotation,ts-trial,230.0,805257.0,0.0,0.0,1.0,1666.0,0.0,none,5.0,1461.75
1384,138,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-rotation,ts-trial,242.0,781031.465,0.0,0.0,1.0,1584.3950000000186,1.0,SS-SR,6.0,
1385,139,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-rotation,ts-trial,244.0,787826.54,1.0,1.0,1.0,1317.7600000000093,0.0,none,6.0,
1386,140,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-rotation,ts-trial,246.0,794159.485,0.0,2.0,,2160.984999999986,0.0,none,6.0,
1387,141,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-rotation,ts-trial,248.0,801294.18,2.0,1.0,,1899.2700000000186,0.0,none,6.0,
1388,142,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-rotation,ts-trial,250.0,807981.1,0.0,0.0,1.0,1544.8499999999767,0.0,none,6.0,
1389,143,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-rotation,ts-trial,252.0,814664.83,0.0,2.0,,2470.734999999986,0.0,none,6.0,
3821,137,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-rotation,ts-trial,242.0,824158.17,0.0,0.0,1.0,1730.4649999999674,1.0,SS-SR,6.0,
3822,138,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-rotation,ts-trial,244.0,831364.525,1.0,1.0,1.0,2242.0400000000373,0.0,none,6.0,
3823,139,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-rotation,ts-trial,246.0,838404.7,0.0,0.0,1.0,1867.9749999999767,0.0,none,6.0,
3824,140,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-rotation,ts-trial,248.0,845581.53,1.0,1.0,1.0,1939.1450000000186,0.0,none,6.0,
3825,141,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-rotation,ts-trial,250.0,851897.68,2.0,2.0,1.0,2965.9150000000373,0.0,none,6.0,
3826,142,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-rotation,ts-trial,252.0,858220.86,1.0,1.0,1.0,2629.734999999986,0.0,none,6.0,
3827,143,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-rotation,ts-trial,254.0,864879.935,1.0,1.0,1.0,1848.640000000014,0.0,none,6.0,
3828,144,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-rotation,ts-trial,256.0,871876.33,0.0,0.0,1.0,1642.3699999999953,0.0,none,6.0,
2771,140,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,246.0,1044912.745,2.0,2.0,1.0,1120.5549999999348,1.0,DS-SR,6.0,
2772,141,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,248.0,1052117.675,1.0,2.0,,941.0949999999721,0.0,none,6.0,
2773,142,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,250.0,1058962.805,0.0,0.0,1.0,1299.845000000205,0.0,none,6.0,
2774,143,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,252.0,1065263.655,2.0,2.0,1.0,1463.2350000001024,0.0,none,6.0,
2775,144,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,254.0,1072506.925,1.0,1.0,1.0,1242.2099999999627,0.0,none,6.0,
2776,145,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,256.0,1078835.62,2.0,1.0,,1116.8249999999534,0.0,none,6.0,
2777,146,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,258.0,1085613.315,2.0,2.0,1.0,959.7849999999162,0.0,none,6.0,
2778,147,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,260.0,1092096.185,2.0,2.0,1.0,1004.8899999998976,0.0,none,6.0,
2779,148,1273.4650000929832_33389,22.0,female,ts-trial-spatial-rotation,ts-trial,262.0,1098797.34,1.0,1.0,1.0,1024.3550000002142,0.0,none,6.0,
756,149,1718.75_45854,19.0,Female,ts-trial-spatial-rotation,ts-trial,262.0,880074.82,1.0,0.0,,1310.75,1.0,DS-SR,6.0,
757,150,1718.75_45854,19.0,Female,ts-trial-spatial-rotation,ts-trial,264.0,886643.2,2.0,2.0,1.0,1309.0299999999115,0.0,none,6.0,
758,151,1718.75_45854,19.0,Female,ts-trial-spatial-rotation,ts-trial,266.0,893539.56,2.0,2.0,1.0,1113.0250000000233,0.0,none,6.0,
