,index_raw,auto_participant_id,participant_age,participant_gender,type,trial_type,trial_index,time_start,participant_ans,target_ans,accuracy,response_time,changed_shifted,switch_type,occurence
3698,171,569.4950000033714_22620,19,Female,ts-trial-spatial-span,ts-trial,300,1000864.4,1,2,,2217.185,0,DS-SS,7
3699,172,569.4950000033714_22620,19,Female,ts-trial-spatial-span,ts-trial,302,1007806.56,1,1,1,2429.175,0,DS-SS,7
3700,173,569.4950000033714_22620,19,Female,ts-trial-spatial-span,ts-trial,304,1014889.685,0,0,1,1573.675,0,DS-SS,7
3701,174,569.4950000033714_22620,19,Female,ts-trial-spatial-span,ts-trial,306,1021942.44,0,2,,2663.625,0,DS-SS,7
3702,175,569.4950000033714_22620,19,Female,ts-trial-spatial-span,ts-trial,308,1028391.815,0,0,1,1145.01,0,DS-SS,7
3703,176,569.4950000033714_22620,19,Female,ts-trial-spatial-span,ts-trial,310,1035392.73,2,2,1,1781.625,0,DS-SS,7
3722,195,569.4950000033714_22620,19,Female,ts-trial-spatial-span,ts-trial,342,1137711.545,2,1,,426.975,1,DS-SS,8
3723,196,569.4950000033714_22620,19,Female,ts-trial-spatial-span,ts-trial,344,1144205.965,1,0,,239.685,0,DS-SS,8
3724,197,569.4950000033714_22620,19,Female,ts-trial-spatial-span,ts-trial,346,1150801.72,1,2,,76.065,0,DS-SS,8
3725,198,569.4950000033714_22620,19,Female,ts-trial-spatial-span,ts-trial,348,1157698.94,1,2,,1306.64,0,DS-SS,8
3726,199,569.4950000033714_22620,19,Female,ts-trial-spatial-span,ts-trial,350,1164180.305,1,2,,886.545,0,DS-SS,8
3727,200,569.4950000033714_22620,19,Female,ts-trial-spatial-span,ts-trial,352,1171263.48,1,0,,215.8,0,DS-SS,8
2274,19,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,35,136380.45,2,2,1,2435.93,1,SS-DS,1
2275,20,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,37,142102.285,1,1,1,2777.72,0,SS-DS,1
2276,21,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,39,147359.825,,1,,,0,SS-DS,1
2277,22,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,41,152321.945,2,2,1,1948.185,0,SS-DS,1
2278,23,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,43,158085.045,2,2,1,2593.895,0,SS-DS,1
2279,24,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,45,163564.41,0,0,1,1674.705,0,SS-DS,1
2280,25,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,47,168596.995,0,0,1,2114.415,0,SS-DS,1
2307,52,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,93,333530.945,,1,,,1,SR-DS,2
2308,53,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,95,339282.615,2,2,1,1225.675,0,SR-DS,2
2309,54,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,97,344722.985,2,0,,2310.005,0,SR-DS,2
2310,55,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,99,349925.815,0,0,1,1794.065,0,SR-DS,2
2311,56,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,101,355031.09,,2,,,0,SR-DS,2
2312,57,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,103,360658.265,0,0,1,1161.84,0,SR-DS,2
2323,68,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,121,420620.53,2,0,,2010.24,1,SS-DS,3
2324,69,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,123,425693.25,,2,,,0,SS-DS,3
2325,70,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,125,431331.13,0,0,1,1825.335,0,SS-DS,3
2326,71,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,127,437018.71,0,0,1,1449.81,0,SS-DS,3
2327,72,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,129,442152.98,1,1,1,2726.13,0,SS-DS,3
2328,73,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,131,447047.985,1,0,,2116.105,0,SS-DS,3
2329,74,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,133,452450.44,2,2,1,2184.745,0,SS-DS,3
2348,93,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,165,565630.325,0,0,1,1060.695,1,SR-DS,4
2349,94,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,167,570946.73,0,0,1,1489.67,0,SR-DS,4
2350,95,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,169,576286.105,0,0,1,1778.22,0,SR-DS,4
2351,96,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,171,581873.875,2,2,1,2571.62,0,SR-DS,4
2352,97,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,173,587032.265,,0,,,0,SR-DS,4
2353,98,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,175,592369.7,2,2,1,1129.895,0,SR-DS,4
2354,99,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,177,598007.7,0,0,1,1714.605,0,SR-DS,4
2374,119,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,208,705660.475,1,0,,1165.93,1,SR-DS,5
2375,120,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,210,711025.665,1,1,1,929.605,0,SR-DS,5
2376,121,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,212,716260.24,2,2,1,1988.485,0,SR-DS,5
2377,122,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,214,721185.06,1,0,,1388.195,0,SR-DS,5
2378,123,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,216,726640.06,1,1,1,2623.58,0,SR-DS,5
2379,124,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,218,731718.27,2,2,1,1554.1,0,SR-DS,5
2380,125,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,220,736820.475,0,0,1,1510.77,0,SR-DS,5
2408,153,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,268,903834.05,2,0,,865.675,1,SS-DS,6
2409,154,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,270,909089.695,2,2,1,1859.765,0,SS-DS,6
2410,155,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,272,914344.09,1,0,,2046.74,0,SS-DS,6
2411,156,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,274,919334.98,2,2,1,1634.11,0,SS-DS,6
2412,157,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,276,924900.205,0,1,,2130.4,0,SS-DS,6
2413,158,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,278,929935.55,1,1,1,1585.84,0,SS-DS,6
2414,159,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,280,935527.8,1,0,,971.3,0,SS-DS,6
2415,160,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,282,941179.455,2,1,,1386.75,0,SS-DS,6
2416,161,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,284,946873.31,0,1,,1799.375,0,SS-DS,6
2427,172,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,302,1010397.145,2,0,,2167.645,1,SR-DS,7
2428,173,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,304,1015996.745,1,0,,1755.97,0,SR-DS,7
2429,174,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,306,1021394.07,0,1,,930.325,0,SR-DS,7
2430,175,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,308,1026333.275,1,1,1,1043.625,0,SR-DS,7
2431,176,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,310,1031423.665,2,1,,1129.18,0,SR-DS,7
2432,177,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,312,1036954.515,2,2,1,1617.62,0,SR-DS,7
2433,178,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,314,1042258.17,1,0,,1689.965,0,SR-DS,7
2434,179,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,316,1047779.94,2,0,,1450.115,0,SR-DS,7
2453,198,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,348,1164247.815,2,1,,1271.85,1,SS-DS,8
2454,199,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,350,1169592,2,1,,1493.66,0,SS-DS,8
2455,200,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,352,1174804.66,1,1,1,1500.5,0,SS-DS,8
2456,201,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,354,1180314.005,1,2,,2229.3,0,SS-DS,8
2457,202,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,356,1185371.89,2,0,,2136.165,0,SS-DS,8
2458,203,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,358,1190518.285,0,0,1,1437.465,0,SS-DS,8
2459,204,611.2100000027567_97917,19,male,ts-trial-digit-span,ts-trial,360,1196014.2,2,2,1,1648.16,0,SS-DS,8
2257,2,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,5,34773.92,2,2,1,2301.57,1,NONE-SR,1
2258,3,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,7,41316.59,,1,,,0,NONE-SR,1
2259,4,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,9,47955.495,1,1,1,1908.03,0,NONE-SR,1
2260,5,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,11,54861.95,0,0,1,2133.785,0,NONE-SR,1
2261,6,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,13,61996.46,,2,,,0,NONE-SR,1
2262,7,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,15,68637.01,2,0,,1578.195,0,NONE-SR,1
2282,27,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,49,177264.805,2,0,,1388.245,1,DS-SR,2
2283,28,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,51,184292.23,1,0,,1490.27,0,DS-SR,2
2284,29,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,53,191508.055,0,2,,1666.165,0,DS-SR,2
2285,30,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,55,198739.365,0,2,,1898.665,0,DS-SR,2
2286,31,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,57,205734.615,0,0,1,1636.485,0,DS-SR,2
2287,32,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,59,212429.985,0,0,1,1457.43,0,DS-SR,2
2288,33,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,61,219421.445,0,0,1,1730.145,0,DS-SR,2
2289,34,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,63,225917.165,2,2,1,2223.01,0,DS-SR,2
2299,44,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,79,283084.57,1,1,1,1514.975,1,SS-SR,3
2300,45,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,81,290189.92,1,0,,1324.355,0,SS-SR,3
2301,46,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,83,296638.35,0,0,1,1572.02,0,SS-SR,3
2302,47,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,85,303177.385,0,1,,2726.78,0,SS-SR,3
2303,48,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,87,309715.57,1,0,,1848.405,0,SS-SR,3
2304,49,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,89,316700.795,2,2,1,1612.385,0,SS-SR,3
2305,50,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,91,323353.825,0,0,1,2500.765,0,SS-SR,3
2341,86,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,153,525669.5,1,2,,2193.82,1,SS-SR,4
2342,87,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,155,532711.905,2,0,,1742.165,0,SS-SR,4
2343,88,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,157,539245.32,2,1,,1403.965,0,SS-SR,4
2344,89,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,159,545535.625,0,1,,1371.635,0,SS-SR,4
2345,90,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,161,551815.575,2,2,1,1478.765,0,SS-SR,4
2346,91,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,163,558949.475,0,0,1,1284.045,0,SS-SR,4
2367,112,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,196,663529.755,2,0,,1730.63,1,SS-SR,5
2368,113,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,198,670592.2,1,1,1,2388.11,0,SS-SR,5
2369,114,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,200,677304.38,0,1,,1750.66,0,SS-SR,5
2370,115,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,202,684509.36,0,1,,1909.35,0,SS-SR,5
2371,116,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,204,691763.245,0,0,1,1906.62,0,SS-SR,5
2372,117,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,206,698977.435,0,2,,1817.22,0,SS-SR,5
2390,135,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,236,792355.3,2,0,,1892.42,1,SS-SR,6
2391,136,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,238,799560.255,0,1,,1139.7,0,SS-SR,6
2392,137,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,240,806303.205,2,0,,1291.97,0,SS-SR,6
2393,138,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,242,812684.66,1,0,,2411.46,0,SS-SR,6
2394,139,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,244,818978.615,,0,,,0,SS-SR,6
2395,140,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,246,825625.415,0,0,1,1328.845,0,SS-SR,6
2396,141,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,248,832266.95,1,2,,1507.66,0,SS-SR,6
2397,142,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,250,839373.25,1,0,,2550.425,0,SS-SR,6
2418,163,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,286,952046.485,2,0,,1568.89,1,DS-SR,7
2419,164,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,288,958567.665,2,2,1,2155.215,0,DS-SR,7
2420,165,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,290,965506.9,2,1,,1413.58,0,DS-SR,7
2421,166,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,292,972682.53,0,0,1,1212.325,0,DS-SR,7
2422,167,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,294,979732.735,2,0,,1276.035,0,DS-SR,7
2423,168,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,296,986290.62,,0,,,0,DS-SR,7
2424,169,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,298,993555.59,0,2,,1667.27,0,DS-SR,7
2425,170,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,300,1000221.75,2,1,,1120.36,0,DS-SR,7
2436,181,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,318,1056473.58,1,1,1,1618.72,1,DS-SR,8
2437,182,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,320,1063387.825,1,1,1,1613.255,0,DS-SR,8
2438,183,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,322,1069869.065,2,2,1,1386.065,0,DS-SR,8
2439,184,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,324,1076294.465,1,1,1,1423.695,0,DS-SR,8
2440,185,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,326,1083544.27,2,0,,1547.28,0,DS-SR,8
2441,186,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,328,1089869.995,0,2,,1248.73,0,DS-SR,8
2442,187,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,330,1097081.46,0,0,1,1578.49,0,DS-SR,8
2443,188,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,332,1104215.48,1,1,1,1997.45,0,DS-SR,8
2461,206,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,362,1201191.955,0,0,1,1647.79,1,DS-SR,9
2462,207,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,364,1208373.84,1,2,,1411.83,0,DS-SR,9
2463,208,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,366,1214664.405,0,1,,2268.525,0,DS-SR,9
2464,209,611.2100000027567_97917,19,male,ts-trial-spatial-rotation,ts-trial,368,1221284.39,0,2,,1378.72,0,DS-SR,9
2264,9,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,17,75316.265,1,2,,2156.46,1,SR-SS,1
2265,10,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,19,82037.855,2,2,1,1485.935,0,SR-SS,1
2266,11,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,21,88870.795,0,0,1,2499.94,0,SR-SS,1
2267,12,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,23,95725.31,2,2,1,2292.575,0,SR-SS,1
2268,13,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,25,102249.54,2,2,1,2532.66,0,SR-SS,1
2269,14,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,27,109209.8,2,2,1,2609.965,0,SR-SS,1
2270,15,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,29,116282.625,0,0,1,1988.45,0,SR-SS,1
2271,16,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,31,122896.54,1,1,1,2001.57,0,SR-SS,1
2272,17,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,33,129703.17,1,1,1,2045.47,0,SR-SS,1
2291,36,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,65,236089.96,,1,,,1,SR-SS,2
2292,37,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,67,242982.085,0,2,,2818.62,0,SR-SS,2
2293,38,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,69,249474.175,0,2,,1705.52,0,SR-SS,2
2294,39,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,71,256079.72,0,0,1,2251.075,0,SR-SS,2
2295,40,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,73,262785.445,0,2,,2171.25,0,SR-SS,2
2296,41,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,75,269837.7,2,0,,2083.69,0,SR-SS,2
2297,42,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,77,276402.295,1,2,,2413.79,0,SR-SS,2
2314,59,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,105,365833.5,2,1,,1539.485,1,DS-SS,3
2315,60,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,107,372754.24,1,2,,1062.47,0,DS-SS,3
2316,61,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,109,379695.305,0,2,,1276.97,0,DS-SS,3
2317,62,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,111,386309.31,1,0,,1793.935,0,DS-SS,3
2318,63,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,113,392935.23,1,0,,1812.215,0,DS-SS,3
2319,64,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,115,400187.055,0,0,1,970.055,0,DS-SS,3
2320,65,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,117,406736.555,0,2,,2000.41,0,DS-SS,3
2321,66,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,119,413947.14,0,2,,1924.39,0,DS-SS,3
2331,76,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,135,461138.615,2,1,,1308.32,1,DS-SS,4
2332,77,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,137,467875.125,0,1,,1537.88,0,DS-SS,4
2333,78,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,139,474186.465,2,1,,1275.185,0,DS-SS,4
2334,79,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,141,481307.035,0,0,1,1523.07,0,DS-SS,4
2335,80,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,143,488443.095,2,1,,1578.47,0,DS-SS,4
2336,81,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,145,495340.68,2,1,,1996.095,0,DS-SS,4
2337,82,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,147,502269.96,1,2,,2214.95,0,DS-SS,4
2338,83,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,149,508622.155,0,0,1,1407.36,0,DS-SS,4
2339,84,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,151,515495.255,0,1,,1886.095,0,DS-SS,4
2356,101,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,179,603191.525,1,0,,1203.17,1,DS-SS,5
2357,102,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,181,609557.23,2,1,,1339.205,0,DS-SS,5
2358,103,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,183,616022.075,2,1,,1618.165,0,DS-SS,5
2359,104,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,185,622786.66,0,1,,1172.525,0,DS-SS,5
2362,107,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,188,632970.24,2,2,1,2084.91,1,DS-SS,6
2363,108,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,190,640162.74,0,1,,2097.285,0,DS-SS,6
2364,109,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,192,646960.445,1,2,,2203.635,0,DS-SS,6
2365,110,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,194,653342.955,0,0,1,2499.925,0,DS-SS,6
2382,127,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,222,745489.83,1,1,1,1548.22,1,DS-SS,7
2383,128,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,224,752434.675,0,2,,1977.865,0,DS-SS,7
2384,129,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,226,759059.02,0,1,,2957.78,0,DS-SS,7
2385,130,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,228,765809.095,0,1,,1606.825,0,DS-SS,7
2386,131,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,230,772590.075,0,2,,1741.39,0,DS-SS,7
2387,132,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,232,778995.52,,2,,,0,DS-SS,7
2388,133,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,234,785673.71,,2,,,0,DS-SS,7
2399,144,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,252,846047.54,1,0,,1956.835,1,SR-SS,8
2400,145,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,254,852879.13,2,0,,2034.115,0,SR-SS,8
2401,146,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,256,859528.49,1,0,,1697.39,0,SR-SS,8
2402,147,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,258,866710.825,0,1,,1707.84,0,SR-SS,8
2403,148,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,260,873253.055,2,2,1,1201,0,SR-SS,8
2404,149,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,262,879738.43,1,2,,1805.51,0,SR-SS,8
2405,150,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,264,886895.195,2,1,,1389.67,0,SR-SS,8
2406,151,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,266,893663.255,2,0,,2185.98,0,SR-SS,8
2445,190,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,334,1114397.195,0,1,,1145.615,1,SR-SS,9
2446,191,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,336,1120890.685,2,2,1,921.555,0,SR-SS,9
2447,192,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,338,1127553.665,2,2,1,854.085,0,SR-SS,9
2448,193,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,340,1134223.665,2,1,,1106.45,0,SR-SS,9
2449,194,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,342,1140920.7,0,2,,1485.69,0,SR-SS,9
2450,195,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,344,1147234.38,0,0,1,2218.75,0,SR-SS,9
2451,196,611.2100000027567_97917,19,male,ts-trial-spatial-span,ts-trial,346,1154083.945,1,2,,2288.335,0,SR-SS,9
27,28,712_62123,36,Female,ts-trial-digit-span,ts-trial,51,401720,0,0,1,2392,1,SR-DS,1
28,29,712_62123,36,Female,ts-trial-digit-span,ts-trial,53,407401,,0,,,0,SR-DS,1
29,30,712_62123,36,Female,ts-trial-digit-span,ts-trial,55,412665,1,2,,2329,0,SR-DS,1
30,31,712_62123,36,Female,ts-trial-digit-span,ts-trial,57,417913,1,1,1,2565,0,SR-DS,1
31,32,712_62123,36,Female,ts-trial-digit-span,ts-trial,59,422902,2,2,1,2176,0,SR-DS,1
32,33,712_62123,36,Female,ts-trial-digit-span,ts-trial,61,427717,2,2,1,1907,0,SR-DS,1
33,34,712_62123,36,Female,ts-trial-digit-span,ts-trial,63,432732,2,0,,2349,0,SR-DS,1
34,35,712_62123,36,Female,ts-trial-digit-span,ts-trial,65,437906,,2,,,0,SR-DS,1
1,2,712_62123,36,Female,ts-trial-spatial-rotation,ts-trial,5,236662,0,1,,2485,1,NONE-SR,1
2,3,712_62123,36,Female,ts-trial-spatial-rotation,ts-trial,7,242948,,2,,,0,NONE-SR,1
3,4,712_62123,36,Female,ts-trial-spatial-rotation,ts-trial,9,249931,0,0,1,2190,0,NONE-SR,1
4,5,712_62123,36,Female,ts-trial-spatial-rotation,ts-trial,11,256267,1,1,1,2153,0,NONE-SR,1
5,6,712_62123,36,Female,ts-trial-spatial-rotation,ts-trial,13,263118,1,1,1,2738,0,NONE-SR,1
6,7,712_62123,36,Female,ts-trial-spatial-rotation,ts-trial,15,270241,1,2,,2706,0,NONE-SR,1
7,8,712_62123,36,Female,ts-trial-spatial-rotation,ts-trial,17,277204,,2,,,0,NONE-SR,1
18,19,712_62123,36,Female,ts-trial-spatial-rotation,ts-trial,35,344944,,0,,,1,SS-SR,2
19,20,712_62123,36,Female,ts-trial-spatial-rotation,ts-trial,37,351438,0,0,1,2070,0,SS-SR,2
20,21,712_62123,36,Female,ts-trial-spatial-rotation,ts-trial,39,358039,2,2,1,2570,0,SS-SR,2
21,22,712_62123,36,Female,ts-trial-spatial-rotation,ts-trial,41,364880,1,1,1,2544,0,SS-SR,2
22,23,712_62123,36,Female,ts-trial-spatial-rotation,ts-trial,43,371748,2,0,,2868,0,SS-SR,2
23,24,712_62123,36,Female,ts-trial-spatial-rotation,ts-trial,45,378276,2,0,,2312,0,SS-SR,2
